ประกอบกิจการ,อำเภอ,รหัสประเภท,ถนน,ซอย,เงินทุนรวม (ล้านบาท),FID,คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,เลขทะเบียนโรงงาน,ปีที่อนุญาต,ตำบล,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
ทำแผ่นพลาสติก,บางคอแหลม,5305,จันทน์,วัดไผ่เงิน, 3.50 ,10100101125603, 17 ,กรุงเทพมหานคร,,552/134-137, 204.50 ,3-53(5)-11/60,60,บางโคล่,ว่าที่ พ.ต.สุทิน พิมพ์ใจทิน,1927,ว่าที่ พ.ต.สุทิน พิมพ์ใจทิน,3,10120
ย้อมสีพลาสติคและทำฝาถ้วยพลาสติก,บางคอแหลม,5305,สาธุประดิษฐ์,วัดจันทร์ใน, 1.20 ,10100301425159, 6 ,กรุงเทพมหานคร,,631/5, 416.18 ,3-53(5)-14/15,15,บางโคล่,ห้างหุ้นส่วนจำกัด ซุ่ยหลีพลาสติค,1928,ห้างหุ้นส่วนจำกัด ซุ่ยหลีพลาสติค,3,10120
คอนกรีตผสมเสร็จ,บางคอแหลม,5801,พระราม 3,, 3.00 ,10100003225394, 3 ,กรุงเทพมหานคร,,-, 374.47 ,3-58(1)-32/39,39,บางคอแหลม,โรงงานคอนกรีตผสมเสร็จบางโคล่,1929,โรงงานคอนกรีตผสมเสร็จบางโคล่,3,10120
ทำแบบมีดตัดรองเท้า,บางคอแหลม,6100,แฉล้มนิมิตร,แฉล้มนิมิตร 12, 7.60 ,10100800125342, 70 ,กรุงเทพมหานคร,,"22,42", 851.41 ,3-61-1/34,34,บางโคล่,บริษัท แสตนดาร์ด คัดติ้ง ไนฟ์ซ จำกัด,1930,บริษัท แสตนดาร์ด คัดติ้ง ไนฟ์ซ จำกัด,3,10120
ปั๊มโลหะและตัดโลหะสำหรับใช้ในการก่อสร้าง,บางคอแหลม,6302,สาธุประดิษฐ์,ประดู่ 1, 10.00 ,10100006325266, 13 ,กรุงเทพมหานคร,,685/34, 126.69 ,3-63(2)-63/26,26,บางโคล่,บริษัท สินธุเหล็กกล้า จำกัด,1931,บริษัท สินธุเหล็กกล้า จำกัด,3,10120
ทำส่วนประกอบใช้ในการก่อสร้างอาคาร เช่น แบบหล่อคอนกรีต และโครงสร้างเหล็ก,บางคอแหลม,6302,พระรามที่ 3,ตรอกวัดจันทร์ใน, 34.50 ,10100002925291, 35 ,กรุงเทพมหานคร,,129, 528.00 ,3-63(2)-29/29,29,บางคอแหลม,บริษัท ทีเอ็มที สตีล จำกัด (มหาชน),1932,บริษัท ทีเอ็มที สตีล จำกัด (มหาชน),3,10120
ทำบานพับและกลอนประตูหน้าต่าง,บางคอแหลม,6302,จันทน์,ประดู่ 1, 0.50 ,10100103525206, 17 ,กรุงเทพมหานคร,,597/30-31-32, 78.36 ,3-63(2)-35/20,20,บางโคล่,ไว้ทโกโก้,1933,ไว้ทโกโก้,3,10120
ทำส่วนประกอบสำหรับใช้กับระบบเครื่องปรับอากาศ เช่น ท่อลม และประกอบเครื่องปรับอากาศ,บางคอแหลม,6305,จันทน์,นอกเขต (อยู่ดีพูลผล), 15.00 ,10100600325332, 15 ,กรุงเทพมหานคร,,"4023/10,12,14,16,18", 281.44 ,3-63(5)-3/33,33,บางโคล่,บริษัท เคนท์ ยูไนเต็ด จำกัด,1934,บริษัท เคนท์ ยูไนเต็ด จำกัด,3,10120
ทำท่อของระบบเครื่องปรับอากาศ,บางคอแหลม,6305,,จันทน์43 (ฝั่งขวา), 2.50 ,10101400125351, 21 ,กรุงเทพมหานคร,,"16,18", 60.16 ,3-63(5)-1/35,35,บางโคล่,บริษัท 504 แอล เค คอนสทรัคชั่น จำกัด,1935,บริษัท 504 แอล เค คอนสทรัคชั่น จำกัด,3,10120
ทำถังเหล็ก,บางคอแหลม,6401,สาธุประดิษฐ์,อยู่ดี, 1.35 ,10100200725220, 12 ,กรุงเทพมหานคร,,3761/78, 243.60 ,3-64(1)-7/22,22,บางโคล่,ประเสริฐการช่าง,1936,ประเสริฐการช่าง,3,10120
ทำภาชนะบรรจุด้วยโลหะ เช่น ถังน้ำมัน ถังน้ำ,บางคอแหลม,6401,สาธุประดิษฐ์,ศิริวัฒนา, 0.05 ,10100004425159, 15 ,กรุงเทพมหานคร,,991/1, 111.00 ,3-64(1)-44/15,15,บางโคล่,บริษัท เลี่ยงเส็งเฮง (1984) จำกัด,1937,บริษัท เลี่ยงเส็งเฮง (1984) จำกัด,3,10120
ทำถังน้ำ และแท้งค์น้ำ,บางคอแหลม,6401,ประดู่ 1,ราษฎร์อุทิศ 2, -   ,10100400825523, 7 ,กรุงเทพมหานคร,0,655/14, 204.33 ,3-64(1)-8/52,52,บางโคล่,ห้างหุ้นส่วนจำกัด จุนเจือจาน,1938,ห้างหุ้นส่วนจำกัด จุนเจือจาน,3,10120
ทำผลิตภัณฑ์จากโลหะ เช่น โครงลำโพง ชิ้นส่วนอุปกรณ์แม่แรง,บางคอแหลม,6402,,เจริญราษฎร์ 7 แยก 7-6-6, 2.20 ,10100201125339, 20 ,กรุงเทพมหานคร,,"51,53,55", 114.50 ,3-64(2)-11/33,33,บางโคล่,บริษัท ชัยมงคล ออโตพาร์ท จำกัด,1939,บริษัท ชัยมงคล ออโตพาร์ท จำกัด,3,10120
รับจ้างปั๊มโลหะ ,บางคอแหลม,6402,จันทน์,อยู่ดีพูนผล, 1.90 ,10100201825482, 15 ,กรุงเทพมหานคร,,3769/125, 64.06 ,3-64(2)-18/48,48,บางโคล่,บริษัท ซีเอส กรุ๊ป แมนูแฟคเจอริ่ง จำกัด,1940,บริษัท ซีเอส กรุ๊ป แมนูแฟคเจอริ่ง จำกัด,3,10120
ปั๊มและกลึงโลหะ,บางคอแหลม,6402,แฉล้มนิมิตร,แฉล้มนิมิตร 12, 2.25 ,10100101825525, 7 ,กรุงเทพมหานคร,,44, 74.17 ,3-64(2)-18/52,52,บางโคล่,นางสาวโสฬส เทียนรุ่งนะภาลัย,1941,นางสาวโสฬส เทียนรุ่งนะภาลัย,3,10120
ปั๊ม กลึง และเชื่อมโลหะ,บางคอแหลม,6402,จันทน์,อยู่ดี, 2.30 ,10100201825342, 10 ,กรุงเทพมหานคร,,3769/193-195, 80.80 ,3-64(2)-18/34,34,บางโคล่,บริษัท กรุงเทพอุตสาหกรรมเลเซอร์และโมลด์ จำกัด,1942,บริษัท กรุงเทพอุตสาหกรรมเลเซอร์และโมลด์ จำกัด,3,10120
ทำกระดุมและตาไก่ผ้าใบด้วยโลหะ,บางคอแหลม,6402,จันทน์,วัดไผ่เงิน (สาธุประดิษฐ์ 14), 0.60 ,10100100825203, 6 ,กรุงเทพมหานคร,,877/1, 52.50 ,3-64(2)-8/20,20,บางโคล่,นางสาวบุญศิริ จรุงจิตรักษ์,1943,,3,10120
ทำผลิตภัณฑ์โลหะ เช่น บูช เพลา น๊อต สกรู,บางคอแหลม,6406,พระรามที่ 3,อยู่ดี, 1.70 ,10100001725320, 8 ,กรุงเทพมหานคร,,597/100-101, 80.50 ,3-64(6)-17/32,32,บางโคล่,พี.เอ็ม.มอเตอร์,1944,พี.เอ็ม.มอเตอร์,3,10120
ทำกระดุมจากโลหะ,บางคอแหลม,6409,แฉล้มนิมิตร,, 0.58 ,10100103925307, 15 ,กรุงเทพมหานคร,,"25,27", 52.08 ,3-64(9)-39/30,30,บางโคล่,ยงเจริญ,1945,ยงเจริญ,3,10120
ทำแบบพิมพ์โลหะ,บางคอแหลม,6409,สาธุประดิษฐ์,อยู่ดีพูลผล, 1.50 ,10100009225315, 6 ,กรุงเทพมหานคร,,3769/42-43, 109.75 ,3-64(9)-92/31,31,บางโคล่,บริษัท กรุงเทพอุตสาหกรรมเลเซอร์และโมลด์ จำกัด,1946,บริษัท กรุงเทพอุตสาหกรรมเลเซอร์และโมลด์ จำกัด,3,10120
ทำแบบพิมพ์โลหะและปะกับยึดท่อ,บางคอแหลม,6409,จันทน์,อยู่ดี, 8.30 ,10100005525338, 21 ,กรุงเทพมหานคร,,3761/131-132, 163.25 ,3-64(9)-55/33,33,บางโคล่,พี.เอส.กลการ,1947,พี.เอส.กลการ,3,10120
ทำผลิตภัณฑ์จากโลหะ เช่น แบบพิมพ์ ชิ้นส่วนเครื่องปรับอากาศ อะไหล่เครื่องทอกระสอบ,บางคอแหลม,6409,จันทน์,อยู่ดีพูนผล, 6.40 ,10100009725330, 20 ,กรุงเทพมหานคร,,3769/224-225, 138.26 ,3-64(9)-97/33,33,บางโคล่,บริษัท ซีเอส กรุ๊ป แมนูแฟคเจอริ่ง จำกัด,1948,บริษัท ซีเอส กรุ๊ป แมนูแฟคเจอริ่ง จำกัด,3,10120
ทำแบบแม่พิมพ์โลหะ และผลิตภัณฑ์พลาสติกต่าง ๆ เช่น ของเด็กเล่น,บางคอแหลม,6409,จันทน์,นอกเขต, 0.65 ,10100010025316, 11 ,กรุงเทพมหานคร,,3761/429-430, 155.74 ,3-64(9)-100/31,31,บางโคล่,บริษัท เอส.อาร์.ซี. พลาสติก จำกัด,1949,บริษัท เอส.อาร์.ซี. พลาสติก จำกัด,3,10120
