ที่มา,_id,ปี,บ้านเลขที่,หมู่ที่,ชื่อลานเท,ค่า,อำเภอ,ตำบล,รายการ,หน่วย
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,114,2567,53,6,สกต.ธ.ก.ส.กระบี่ (คงศิริปาล์ม) (กบ 339),1,คลองท่อม,เพหลา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,115,2567,137,2,มรกตปาล์ม 3 บ้านแผ่นดินเสมอ,1,คลองท่อม,คลองท่อมเหนือ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,116,2567,20/2,7,น้ำร้อนการเกษตร (กบ 277),1,คลองท่อม,ห้วยน้ำขาว,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,117,2567,17/3,1,บริษัท พิทักษ์ปาล์มออยล์ จำกัด คลองท่อม (กบ 261),1,คลองท่อม,คลองท่อมใต้,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,118,2567,,5,นิตการเกษตร,1,คลองท่อม,พรุดินนา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,119,2567,,1,ทรัพย์มณี แผ่นดินเสมอ,1,คลองท่อม,คลองท่อมเหนือ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,120,2567,110/1,2,บจ.ปาล์มน้ำมันธรรมชาติ (หน่วยงานเพหลา)(กบ 278),1,คลองท่อม,เพหลา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,121,2567,377/3,1,สินทองปาล์ม (กบ 162),1,คลองท่อม,คลองพน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,122,2567,7,2,เขานอปาล์ม,1,คลองท่อม,คลองท่อมเหนือ,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,123,2567,9-Jun,5,วิสาหกิจชุมชนปาล์มน้ำมันตำบลเพหลาและเครือข่าย,1,คลองท่อม,เพหลา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,124,2567,142,2,บจ.พิทักปาล์มออยล์ (ทรายขาว) (กบ 056),1,คลองท่อม,ทรายขาว,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,125,2567,73/1,4,บจ.พิทักษ์ปาล์มออยล์ วสช.ร่วมใจพัฒนาปาล์มน้ำมันพรุเตย-เพหลา (กบ 072),1,คลองท่อม,เพหลา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,126,2567,47/4,5,ไทปาล์ม,1,คลองท่อม,เพหลา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,127,2567,80,8,คลองชะมวง (กบ 319),1,คลองท่อม,พรุดินนา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,128,2567,135,1, ส.ปาล์มทอง 1,1,คลองท่อม,พรุดินนา,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
สำนักงานสาขาชั่งตวงวัดเขต 3-6 กระบี่,129,2567,47/2,3,มงคลโชคชัย 9 สาขา 2 (กบ 285),1,คลองท่อม,คลองพน,ลานเทรับซื้อปาล์มน้ำมันของจังหวัดกระบี่,แห่ง
