VALUE,QUARTER,SOURCE,_id,SEX,HOURS_WEEK,UNIT,REGION,YEAR
673.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,177,ชาย, 50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
135.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,178,หญิง, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
129.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,179,หญิง, 10-19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
509.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,180,หญิง, 20-29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
330.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,181,หญิง, 30-34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
740.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,182,หญิง, 35-39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
1787.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,183,หญิง, 40-49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
534.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,184,หญิง, 50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
151.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,185,ชาย, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคใต้,2564
206.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,186,ชาย, 10-19 ชั่วโมง,พันคน,ภาคใต้,2564
399.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,187,ชาย, 20-29 ชั่วโมง,พันคน,ภาคใต้,2564
327.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,188,ชาย, 30-34 ชั่วโมง,พันคน,ภาคใต้,2564
352.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,189,ชาย, 35-39 ชั่วโมง,พันคน,ภาคใต้,2564
1091.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,190,ชาย, 40-49 ชั่วโมง,พันคน,ภาคใต้,2564
300.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,191,ชาย, 50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2564
129.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,192,หญิง, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคใต้,2564
178.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,193,หญิง, 10-19 ชั่วโมง,พันคน,ภาคใต้,2564
339.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,194,หญิง, 20-29 ชั่วโมง,พันคน,ภาคใต้,2564
241.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,195,หญิง, 30-34 ชั่วโมง,พันคน,ภาคใต้,2564
326.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,196,หญิง, 35-39 ชั่วโมง,พันคน,ภาคใต้,2564
816.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,197,หญิง, 40-49 ชั่วโมง,พันคน,ภาคใต้,2564
275.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,198,หญิง, 50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2564
123.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,199,ชาย, น้อยกว่า 10 ชั่วโมง,พันคน,กรุงเทพมหานคร,2564
18.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,200,ชาย, 10-19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2564
86.1,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,201,ชาย, 20-29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2564
117.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,202,ชาย, 30-34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2564
266.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,203,ชาย, 35-39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2564
1764.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,204,ชาย, 40-49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2564
312.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,205,ชาย, 50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2564
135.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,206,หญิง, น้อยกว่า 10 ชั่วโมง,พันคน,กรุงเทพมหานคร,2564
12.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,207,หญิง, 10-19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2564
92.9,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,208,หญิง, 20-29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2564
110.6,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,209,หญิง, 30-34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2564
271.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,210,หญิง, 35-39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2564
1569.2,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,211,หญิง, 40-49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2564
298.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,212,หญิง, 50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2564
171.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,213,ชาย, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคกลาง,2564
74.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,214,ชาย, 10-19 ชั่วโมง,พันคน,ภาคกลาง,2564
256.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,215,ชาย, 20-29 ชั่วโมง,พันคน,ภาคกลาง,2564
267.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,216,ชาย, 30-34 ชั่วโมง,พันคน,ภาคกลาง,2564
678.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,217,ชาย, 35-39 ชั่วโมง,พันคน,ภาคกลาง,2564
4048.7,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,218,ชาย, 40-49 ชั่วโมง,พันคน,ภาคกลาง,2564
957.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,219,ชาย, 50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2564
166.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,220,หญิง, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคกลาง,2564
54.3,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,221,หญิง, 10-19 ชั่วโมง,พันคน,ภาคกลาง,2564
