_id,รายชื่อสถานประกอบการ,ปี,ระดับ
920,ห้างหุ้นส่วนจำกัด บีพี เอ็นจิเนียริ่ง แอนด์ ทูลส์,2565,1
921,บริษัท เค ยู เทค จำกัด,2565,1
922,บริษัท เฟยเยวีย รับเบอร์ รีไซเคิล (ประเทศไทย) จำกัด,2565,1
923,บริษัท ชิง-ฮั่นพลาสติก จำกัด,2565,1
924,ห้างหุ้นส่วนจำกัด ทรัพย์มงคล พลาสติก,2565,1
925,บริษัท ส.สมบุญทรัพย์ จำกัด,2565,1
926,นางสุรีย์ภัทร์ ก้อนศรีษะ,2565,1
927,บริษัท ฟีซ่า ไทย เทคโน จำกัด,2565,1
928,นายขจรเกียรติ ทองดา,2565,1
929,บริษัท ชนสิทธิ์ คอนกรีต (2007) จำกัด,2565,1
930,บริษัท เค.เจ.ซี.คอนกรีต จำกัด,2565,1
931,บริษัท เค.เจ.ซี.คอนกรีต จำกัด,2565,1
932,บริษัท นครหลวงคอนกรีต จำกัด,2565,1
933,บริษัท อาร์ ซี บี เทรดดิ้ง จำกัด,2565,1
934,บริษัท ป.เจริญพันธ์อาหารสัตว์ จำกัด,2565,1
935,บริษัท แหลมฉบัง วี โพรเซ็ส จำกัด,2565,1
936,บริษัท แอ๊บโซลูท เพาเวอร์ เวิลด์ จำกัด,2565,1
937,บริษัท เวสท์ ทู เวลธ์ จำกัด,2565,1
938,บริษัท ชัยสมุทร พลาสติก จำกัด,2565,1
939,ห้างหุ้นส่วนจำกัด พี.เอส.เอส รีไซเคิล,2565,1
940,บริษัท ไออาร์พีเอ พลาสติก (ประเทศไทย) จำกัด,2565,1
941,ห้างหุ้นส่วนสามัญนิติบุคคล แสงทองเครื่องเคลือบดินเผา,2565,1
942,บริษัท เอส.เอ็ม.คอนกรีต แอนด์ คอนสตรัคชั่น จำกัด,2565,1
943,บริษัท บีเอเบิ้ล คอนกรีต จำกัด,2565,1
944,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด,2565,1
945,บริษัท คิวมิกซ์ ซัพพลาย จำกัด,2565,1
946,ณฐาวดี พีซี เซ็นเตอร์,2565,1
947,บริษัท หนองใหญ่คอนกรีต จำกัด โรงงานคอนกรีตผสมเสร็จหนองไผ่แก้ว,2565,1
948,บริษัท รชต พลาสติก อินเจ็คชั่น จำกัด,2565,1
949,บริษัท พานทอง ไทย แพ็ค จำกัด,2565,1
950,บริษัท หลงเจิ้น เทคโนโลยี จำกัด,2565,1
951,บริษัท ยูราเทค อินดัสทรี จำกัด,2565,1
952,บริษัท ซันไลท์ ซัพพลาย จำกัด,2565,1
953,บริษัท พี.วี.เอส พลาสติก จำกัด,2565,1
954,บริษัท โกลบอล พลาส เซ็นเตอร์ จำกัด,2565,1
955,บริษัท เชียง อี้ เทคโนโลยี กรุ๊ป จำกัด,2565,1
956,บริษัท อีลิทวิน จำกัด,2565,1
957,บริษัท โคตรรวย อินเตอร์พลาสท์ จำกัด,2565,1
958,บริษัท ซอง อีน จำกัด,2565,1
959,บริษัท ธัญวลัย พาเลท จำกัด,2565,1
960,บริษัท ตงหง จำกัด,2565,1
961,บริษัท ชาเขียว จำกัด,2565,1
962,บริษัท จิ่วหลงไทย จำกัด,2565,1
963,บริษัท จินจงฟา อุตสาหกรรมกระดาษ จำกัด,2565,1
964,บริษัท จิ่งเม่า บ็อกซ์ เมนูแฟคเจอริ่ง จำกัด,2565,1
965,บริษัท กอบโชคธุรกิจทราย จำกัด,2565,1
966,ซี เอส เอส,2565,1
967,บริษัท แคร์รี่ แพ็ค จำกัด,2565,1
968,บริษัท บูวอน เทค จำกัด,2565,1
969,บริษัท คิวซี รีไซเคิล จำกัด,2565,1
970,บริษัท พอล แอนด์ โค (ประเทศไทย) จำกัด,2565,1
971,บริษัท พีคส์ อัลลายแอนซ์ จำกัด,2565,1
972,บริษัท พีเอสเค โมลด์ส เมกเกอร์ จำกัด,2565,1
973,บริษัท ยูนิคัล เวิร์คส์ จำกัด,2565,1
974,บริษัท อริยผล เทรดดิ้ง จำกัด,2565,1
975,บริษัท ม้าดำ จำกัด,2565,1
976,บริษัท เผิงเฟย พรีซิชั่น ฮาร์ดแวร์ (ไทยแลนด์) จำกัด,2565,1
977,บริษัท บูรพา รับเบอร์ อินดัสตรี จำกัด,2565,1
978,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,2565,1
979,บริษัท ดง ฮัน ไบโอเทค (ประเทศไทย) จำกัด,2565,1
980,บริษัท เทพรดาภรณ์ แอนด์ ซัพพลาย จำกัด,2565,1
981,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,2565,1
982,บริษัท เค.พี.เอส.รีไซเคิ้ล จำกัด,2565,1
983,บริษัท เค.พี.เอส.รีไซเคิ้ล จำกัด,2565,1
984,บริษัท จีเอส อีเลคทรอนิคส์ เมทัล จำกัด,2565,1
985,บริษัท เฉาเชิ่ง ลาเท็กซ์ จำกัด,2565,1
986,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,2565,1
987,บริษัท โกลบอลกรีนเคมิคอล จำกัด (มหาชน),2565,1
988,บริษัท แก้วบุญมา พลาสติก จำกัด,2565,1
989,บริษัท กานต์สินี รีไซเคิล จำกัด,2565,1
990,บริษัท ซัมอิล เทคโนโลยี (ไทยแลนด์) จำกัด,2565,1
991,บริษัท พารา เพียว ลาเท็กซ์ จำกัด,2565,1
992,บริษัท 1595 จำกัด,2565,1
993,บริษัท กานต์สินี รีไซเคิล จำกัด,2565,1
994,บริษัท นพรุจ รีไซเคิล จำกัด,2565,1
995,บริษัท 687 พลาสติก แอนด์ โมลด์ จำกัด,2565,1
996,บริษัท เทจิน เดรน เทค จำกัด,2565,1
