VALUE,QUARTER,SOURCE,_id,SEX,INDUSTRY,UNIT,REGION,YEAR
5.45,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,154,หญิง, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,กรุงเทพมหานคร,2567
90.15,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,155,หญิง, การก่อสร้าง,พันคน,กรุงเทพมหานคร,2567
603.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,156,หญิง, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,กรุงเทพมหานคร,2567
101.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,157,หญิง, การขนส่ง และสถานที่เก็บสินค้า,พันคน,กรุงเทพมหานคร,2567
472.67,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,158,หญิง, ที่พักแรมและบริการด้านอาหาร,พันคน,กรุงเทพมหานคร,2567
38.88,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,159,หญิง,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,กรุงเทพมหานคร,2567
70.51,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,160,หญิง,กิจกรรมทางการเงินและการประกันภัย,พันคน,กรุงเทพมหานคร,2567
116.38,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,161,หญิง, กิจกรรมอสังหาริมทรัพย์,พันคน,กรุงเทพมหานคร,2567
139.79,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,162,หญิง, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,กรุงเทพมหานคร,2567
147.21,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,163,หญิง, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,กรุงเทพมหานคร,2567
116.08,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,164,หญิง,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,กรุงเทพมหานคร,2567
122.03,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,165,หญิง, การศึกษา,พันคน,กรุงเทพมหานคร,2567
109.94,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,166,หญิง, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,กรุงเทพมหานคร,2567
18.52,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,167,หญิง, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,กรุงเทพมหานคร,2567
89.34,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,168,หญิง, กิจกรรมบริการด้านอื่น ๆ,พันคน,กรุงเทพมหานคร,2567
78.61,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,169,หญิง, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,กรุงเทพมหานคร,2567
