ประกอบกิจการ,อำเภอ,รหัสประเภท,ประเภทโรงงาน,ถนน,ซอย,FID,เงินทุนรวม(ล้านบาท),คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ปีที่อนุญาต,ตำบล,เลขทะเบียนโรงงานเดิม,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
"ผลิตชิ้นส่วนและอุปกรณ์อิเล็กทรอนิกส์(Power supply , Network syster , Server syster, Power line communication system, Motor , Transformer, Solar , Data Center)",เมืองสมุทรปราการ,7100,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องจักรหรือผลิตภัณฑ์ที่ระบุไว้ในลำดับที่ 70 เฉพาะที่ใช้ไฟฟ้า,นิคมอุตสาหกรรมบางปู(เหนือ),,10100000000000,6247,3420,สมุทรปราการ,3,920,8602,2568,แพรกษาใหม่,3-71-37/68สป,บริษัท เดลต้า อีเลคโทรนิคส์ (ประเทศไทย) จำกัด (มหาชน),5253,บริษัท เดลต้า อีเลคโทรนิคส์ (ประเทศไทย) จำกัด (มหาชน),3,10280
คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,พระสมุทรเจดีย์,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10100000000000,9.8,10,สมุทรปราการ,3,โฉนดที่ดินเลขที่ 102731,134,2566,ในคลองบางปลากด,3-105-69/66สป,บริษัท ทรัพย์กมลวรรณ รีไซเคิล จำกัด,5254,บริษัท ทรัพย์กมลวรรณ รีไซเคิล จำกัด,3,10290
ผลิตเครื่องจักรอุตสาหกรรม,เมืองสมุทรปราการ,7100,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องจักรหรือผลิตภัณฑ์ที่ระบุไว้ในลำดับที่ 70 เฉพาะที่ใช้ไฟฟ้า,,โครงการ TIP 9,10100000000000,189.413816,70,สมุทรปราการ,4,595/35-36,1000.93,2566,บางปูใหม่,3-71-16/66สป,บริษัท โคพีเรียน (ประเทศไทย) จำกัด ,5255,บริษัท โคพีเรียน (ประเทศไทย) จำกัด,3,10280
ทำถุงพลาสติกขนาดต่าง ๆ,บางแค,5304,การทำภาชนะบรรจุ เช่น ถุง หรือกระสอบ,เพชรเกษม,เศรษฐกิจ 26,10100000000000,22,8,กรุงเทพมหานคร,,365,513.53,2523,บางแคเหนือ,3-53(4)-17/23,นายไพศาล เลิศพินิจอมรกุล,5256,เว้งหยูฮง,3,10160
ทำผลิตภัณฑ์โลหะ เช่น น๊อต สกรู สลัก,บางขุนเทียน,6409,การทำเครื่องใช้เล็ก ๆ จากโลหะ,,ท่าข้าม 12,10100000000000,3.05,19,กรุงเทพมหานคร,,15,1009.7,2535,แสมดำ,3-64(9)-17/35,บริษัท โบแม็ก จำกัด,5257,บริษัท โบแม็ก จำกัด,3,10150
คอนกรีตผสมเสร็จ,ดอนเมือง,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,วัดเวฬุวนาราม,,10100000000000,13.6984626,23,กรุงเทพมหานคร,5,71,228.83,2537,ดอนเมือง,3-58(1)-17/37,บริษัท คิวมิกซ์ซัพพลาย จำกัด,5258,บริษัท คิวมิกซ์ซัพพลาย จำกัด,3,10210
ทำผลิตภัณฑ์พลาสติก เช่น กล่องแบตเตอรี่ กระบอกใส่สารส้ม ที่แขวนรองเท้า,บางขุนเทียน,5301,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือเครื่องประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์,บางกระดี่,ศักดิ์มงคล,10100000000000,15,38,กรุงเทพมหานคร,4,58/30,658.13,2537,แสมดำ,3-53(1)-18/37,บริษัท วี อาร์ พลาสติก จำกัด,5259,บริษัท วี อาร์ พลาสติก จำกัด,3,10150
ผลิตกล่องกระดาษลูกฟูก,สวนหลวง,3900,โรงงานผลิตภาชนะบรรจุจากกระดาษทุกชนิดหรือแผ่นกระดาษไฟเบอร์ (Fibreboard),สุขุมวิท 77,อ่อนนุช 46,10100000000000,20,8,กรุงเทพมหานคร,-,309,406.29,2547,สวนหลวง,3-39-18/47,บริษัท ที แอนด์ ที แพ็คเก็จจิ้ง จำกัด,5260,บริษัท ที แอนด์ ที แพ็คเก็จจิ้ง จำกัด,3,10250
ทำประตูหน้าต่างและเครื่องเรือนจากโลหะ ไม้ และพลาสติก,บางขุนเทียน,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,บางขุนเทียน-ชายทะเล,เทียนทะเล 22,10100000000000,25.5,30,กรุงเทพมหานคร,,"9,11",665,2548,ท่าข้าม,3-63(2)-18/48,บริษัท โปรเฟล็กซ์ อินดัสเตรียล จำกัด,5261,บริษัท โปรเฟล็กซ์ อินดัสเตรียล จำกัด,3,10150
"ผลิตเครื่องสูบน้ำ, เครื่องพ่นยา, เครื่องตัดหญ้า, เครื่องยนต์ทางการเกษตรและอุปกรณ์การเกษตร",บางแค,7000,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องสูบน้ำ เครื่องอัดอากาศ เครื่องปรับอากาศ ตู้เย็น เครื่องซักผ้า,,บางแค 14,10100000000000,10.5,15,กรุงเทพมหานคร,,319,93.25,2553,บางแค,3-70-18/53,บริษัท อาเช่-ไทย จำกัด,5262,บริษัท อาเช่-ไทย จำกัด,3,10160
ทำเครื่องประดับต่าง ๆ จากอัญมณี,สะพานสูง,8401,การทำเครื่องประดับโดยใช้เพชร พลอย ไข่มุก ทองคำ ทองขาว เงิน นาก หรืออัญมณี,รามคำแหง,,10100000000000,57,84,กรุงเทพมหานคร,,110-120,28.16,2534,สะพานสูง,3-84(1)-19/34,บริษัท สุรสีห์ สยาม จำกัด,5263,บริษัท สุรสีห์ สยาม จำกัด,3,10240
