ประกอบกิจการ,อำเภอ,รหัสประเภท,ประเภทโรงงาน,ถนน,ซอย,FID,เงินทุนรวม(ล้านบาท),คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ปีที่อนุญาต,ตำบล,เลขทะเบียนโรงงานเดิม,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
ผลิตเครื่องสำอาง หรือสิ่งปรุงแต่งร่างกาย,บางพลี,4703,การทำเครื่องสำอาง หรือสิ่งปรุงแต่งร่างกาย,คลองอาเสี่ย,จงศิริพาร์ทแลนด์,20100000000000,25.3,15,สมุทรปราการ,21,899/69,59,2564,บางพลีใหญ่,จ2-47(3)-32/64สป,บริษัท เออีซี รีซอร์สเซส ดีเวลลอปเม้นท์ จำกัด,52,บริษัท เออีซี รีซอร์สเซส ดีเวลลอปเม้นท์ จำกัด,2,10540
กลึง เชื่อมและปั๊มโลหะเพื่อทำชิ้นส่วนรถจักรยานยนต์,พระสมุทรเจดีย์,6412,การตัด พับ  หรือม้วนโลหะ,สุขสวัสดิ์,วัดคู่สร้าง,20100000000000,6,15,สมุทรปราการ,6,235/5,66.5,2564,ในคลองบางปลากด,จ2-64(12)-63/64สป,ห้างหุ้นส่วนจำกัด วี.เอส.เอ อุตสาหกรรม,53,ห้างหุ้นส่วนจำกัด วี.เอส.เอ อุตสาหกรรม,2,10290
ผลิตซิปไนล่อน,พระสมุทรเจดีย์,5301,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือเครื่องประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์,สุขสวัสดิ์,หมอบาง,20100000000000,6.1,61,สมุทรปราการ,4,52/1,63,2564,ในคลองบางปลากด,จ2-53(1)-76/64สป,บริษัท สมุทรปราการฟาสเท็นเนอร์ จำกัด,54,บริษัท สมุทรปราการฟาสเท็นเนอร์ จำกัด,2,10290
ประกอบตู้เย็น และเครื่องประกอบตู้เย็น,พระสมุทรเจดีย์,7000,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องสูบน้ำ เครื่องอัดอากาศ เครื่องปรับอากาศ ตู้เย็น เครื่องซักผ้า,ประชาอุทิศ 90,ทิมเรืองเดช,20100000000000,9,15,สมุทรปราการ,2,322,71.7,2564,บ้านคลองสวน,จ2-70-40/64สป,บริษัท สยามซันแท็งค์บ๊อกซ์ จำกัด,55,บริษัท สยามซันแท็งค์บ๊อกซ์ จำกัด,2,10290
ทำรองเท้าจากหนังหรือหนังเทียม,บางพลี,3300,โรงงานผลิตรองเท้าหรือชิ้นส่วนของรองเท้าซึ่งมิได้ทำจากไม้ยางอบแข็ง ยางอัดเข้ารูป,บางพลี-ตำหรุ,ยิ่งเจริญ,20100000000000,5,45,สมุทรปราการ,19,888/116,56,2564,บางพลีใหญ่,จ2-33-15/64สป,บริษัท ดีจีเอ็น เอ็นเตอร์ไพรส์ จำกัด,56,บริษัท ดีจีเอ็น เอ็นเตอร์ไพรส์ จำกัด,2,10540
บรรจุกาว,บางพลี,9101,การบรรจุสินค้าทั่วไป,เทพารักษ์,NULL,20100000000000,13,7,สมุทรปราการ,19,38456,59,2564,บางพลีใหญ่,จ2-91(1)-34/64สป,ห้างหุ้นส่วนจำกัด ทรานส์เคม,57,ห้างหุ้นส่วนจำกัด ทรานส์เคม,2,10540
ผลิตอะไหล่พัดลม,บางพลี,7000,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องสูบน้ำ เครื่องอัดอากาศ เครื่องปรับอากาศ ตู้เย็น เครื่องซักผ้า,เทพารักษ์,ธนสิทธิ์,20100000000000,2.319,33,สมุทรปราการ,11,71/9,69.74,2564,บางปลา,จ2-70-41/64สป,บริษัท เชียฮง เอ็นเตอร์ไพรส์ จำกัด,58,บริษัท เชีย ฮง เอ็นเตอร์ไพรส์ จำกัด,2,10540
รับจ้างทำชิ้นส่วนผลิตภัณฑ์อิเล็กทรอนิกส์ทุกชนิด,บางเสาธง,7200,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำ,บางนา-ตราด,24 แลนด์,20100000000000,4.00247,10,สมุทรปราการ,6,24/65,56.68,2564,บางเสาธง,จ2-72-30/64สป,บริษัท ฟลาสกี้ (ประเทศไทย) จำกัด,59,บริษัท ฟลาสกี้ (ประเทศไทย) จำกัด,2,10570
พิมพ์สิ่งพิมพ์,พระสมุทรเจดีย์,4101,การพิมพ์ การทำแฟ้มเก็บเอกสาร การเย็บเล่ม ทำปก หรือตบแต่งสิ่งพิมพ์,ประชาอุทิศ,ประชาอุทิศ 90,20100000000000,9.6,7,สมุทรปราการ,2,385,70,2564,บ้านคลองสวน,จ2-41(1)-78/64สป,บริษัท อุดมสุข พริ้นท์แอนด์แพคเกจ จำกัด,60,บริษัท อุดมสุข พริ้นท์แอนด์แพคเกจ จำกัด,2,10290
ทำ ดัดแปลงหรือซ่อมแซมแม่พิมพ์ แบบ (Dise) เครื่องจับ (Jigs) เครื่องมือกล ชิ้นส่วนอุปกรณ์หรือเครื่องจักรต่างๆ,บางพลี,6707,การทำ ดัดแปลง หรือซ่อมแซมแบบ (Dies) หรือเครื่องจับ (Jigs) สำหรับใช้กับเครื่องมือ,บางพลี-ตำหรุ,บุญมีทรัพย์,20100000000000,8,13,สมุทรปราการ,20,90/42,52.5,2564,บางพลีใหญ่,จ2-67(7)-12/64สป,บริษัท โชโก เทค จกัด,61,บริษัท โชโก เทค จำกัด,2,10540
ทำแม่พิมพ์ การกลึง กัด ไส เจาะ เชื่อมโลหะ และทำชิ้นส่วนอุปกรณ์เครื่องจักรทุกชนิดที่ทำจากโลหะ,บางพลี,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,รัตนพิศาล,ร่มประดู่,20100000000000,9.74,6,สมุทรปราการ,12,179/21,54,2564,บางพลีใหญ่,จ2-64(13)-220/64สป,บริษัท ร่มประดู่ เอ็นจิเนียริ่ง จำกัด,62,บริษัท ร่มประดู่ เอ็นจิเนียริ่ง จำกัด,2,10540
