ประกอบกิจการ,อำเภอ,รหัสประเภท,ถนน,ซอย,เงินทุนรวม (ล้านบาท),FID,คนงานรวม,DESCR,SCURVE,จังหวัด,หมู่,เลขที่,แรงม้า,เลขทะเบียนโรงงาน,ปีที่อนุญาต,ตำบล,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 460 เกวียน/วัน) อบข้าวเปลือกได้ 80 เกวียน/วัน และขอขยายเพิ่มอบเมล็ดพืช,บางมูลนาก,901,ร่วมจิตบันดาล,-, 32.00 ,10660000225150, 18 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,4,1/3, 971.50 ,3-9(1)-2/15พจ,15,วังตะกู,บริษัท พิจิตรโรงสีร่วมเจริญ 2 ไร้ซ์ จำกัด,12532,บริษัท พิจิตรโรงสีร่วมเจริญ 2 ไร้ซ์ จำกัด,3,66210
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 250 เกวียน/วัน,บางมูลนาก,901,บางมูลนาก-วังงิ้ว,-, 29.13 ,20660001625455, 10 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,11,22, 266.00 ,จ3-9(1)-16/45พจ,45,วังตะกู,บริษัท โรงสีร่วมเจริญ 1 จำกัด,12533,บริษัท โรงสีร่วมเจริญ 1 จำกัด,3,66210
ทำน้ำแข็งซอง กำลังการผลิต 960 ซอง/วัน,บางมูลนาก,1400,,, 11.90 ,20660000825619, 7 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,7,189/1, 425.00 ,จ3-14-8/61พจ,61,บางไผ่,บริษัท ธาราทิพย์บางมูลนาก จำกัด,12534,บริษัท ธาราทิพย์บางมูลนาก จำกัด,3,66120
ทำน้ำแข็งซอง,บางมูลนาก,1400,ประเวศน์ใต้,, 4.00 ,10660000425156, 3 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,,175, 907.97 ,3-14-4/15พจ,15,บางมูลนาก,โรงน้ำแข็งหมอแดง,12535,โรงน้ำแข็งหมอแดง,3,66120
ทำน้ำแข็งซองและน้ำแข็งก้อนเล็ก,บางมูลนาก,1400,ตะพานหิน-บางมูลนาก,, 1.92 ,10660000125210, 9 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,5,1/25," 1,311.94 ",3-14-1/21พจ,21,หอไกร,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งพันอุลิต 3,12536,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งพันอุลิต 3,3,66120
ทำน้ำแข็งก้อนเล็ก ได้วันละ 18.66 ตัน,บางมูลนาก,1400,ประเวศน์ใต้,, 2.25 ,660000125345, 5 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,,175/2, 130.50 ,ศ3-14-1/34พจ,34,บางมูลนาก,บริษัท บางมูลนากน้ำแข็งหลอด จำกัด,12537,บริษัท บางมูลนากน้ำแข็งหลอด จำกัด,3,66120
ผลิตน้ำแข็งหลอด,บางมูลนาก,1400,,, 4.00 ,20660001525564, 2 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,7,189/1, 575.50 ,จ3-14-15/56พจ,56,บางไผ่,บริษัท ธาราทิพย์บางมูลนาก จำกัด,12538,บริษัท ธาราทิพย์บางมูลนาก จำกัด,3,66120
ผลิต ประกอบ ดัดแปลงหรือซ่อมแซมเครื่องจักรสำหรับอุตสาหกรรม,บางมูลนาก,6800,บางมูลนาก - ชุมแสง,ทวีสุข, 4.60 ,20660000525508, 7 ,อุตสาหกรรมหุ่นยนต์และแขนกล,1,พิจิตร,1,55/17, 89.78 ,จ3-68-5/50พจ,50,เนินมะกอก,บริษัท อินฟินิตี้ พรีซิชั่นทูล จำกัด,12539,บริษัท อินฟินิตี้ พรีซิชั่นทูล จำกัด,3,66120
ผลิตแปรงถ่านและผลิตภัณฑ์ที่ทำจากคาร์บอนกราไฟต์,บางมูลนาก,7300,บางมูลนาก-วังสำโรง,, 54.00 ,10660000125442, 85 ,อุตสาหกรรมอิเล็กทรอนิกส์,4,พิจิตร,3,62," 6,790.41 ",3-73-1/44พจ,44,วังสำโรง,บริษัท ชุ้งค์ คาร์บอน เทคโนโลยี จำกัด,12540,บริษัท ชุ้งค์ คาร์บอน เทคโนโลยี จำกัด,3,66120
เก็บรักษาพืชผลทางการเกษตรในโกดัง,บึงนาราง,205,,, 10.60 ,20660004825557, 2 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,2,555, 85.00 ,จ3-2(5)-48/55พจ,55,บึงนาราง,บึงนารางพืชผล,12541,บึงนารางพืชผล,3,66130
เก็บรักษา หรือลำเลียงพืช หรือเมล็ดพืช ในไซโล โกดัง และลานตากรับซื้อ ขายข้าวเปลือก,บึงนาราง,205,,, 16.10 ,20660001025581, 3 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,1,149, 130.00 ,จ3-2(5)-10/58พจ,58,บางลาย,ท่าข้าวทรัพย์อุดม,12542,ท่าข้าวทรัพย์อุดม,3,66130
เก็บรักษา-ลำเลียงเมล็ดพืชทุกชนิดในโกดัง,บึงนาราง,205,-,-, 1.86 ,20660000125531, 2 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,3,510, 220.00 ,จ3-2(5)-1/53พจ,53,แหลมรัง,นางสาวสไบพร โตเนียม,12543,-,3,66130
ทำมันเส้น และเก็บรักษาหรือลำเลียงพืช หรือเมล็ดพืชในโกดัง,บึงนาราง,906,นครสวรรค์-พิษณุโลก,, 14.00 ,20660002425582, 3 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,4,313, 195.00 ,จ3-9(6)-24/58พจ,58,โพธิ์ไทรงาม,จันทร์กระจ่างพาณิชย์ (สาขาบึงนาราง),12544,จันทร์กระจ่างพาณิชย์ (สาขาบึงนาราง),3,66130
ผลิตน้ำแข็งหลอด 370 ตัน/วัน,บึงนาราง,1400,นครสวรรค์-พิษณุโลก,, 31.40 ,10660003725594, 34 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,6,49," 1,550.18 ",3-14-37/59พจ,59,โพธิ์ไทรงาม,บริษัท ธาราทิพย์บึงนาราง จำกัด,12545,บริษัท ธาราทิพย์บึงนาราง จำกัด,3,66130
อบเมล็ดพืช และเก็บรักษาเมล็ดพืชในโกดัง,โพทะเล,201,โพทะเล - ท่าเสา,, 47.40 ,20660002325477, 9 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,1,8, 278.78 ,จ3-2(1)-23/47พจ,47,ท่าขมิ้น,ห้างหุ้นส่วนจำกัด สรรรวมผล 999 (พิจิตร),12546,ห้างหุ้นส่วนจำกัด สรรรวมผล 999 (พิจิตร),3,66130
อบข้าวเปลือก,โพทะเล,201,,, 23.00 ,20660003825566, 10 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,1,, 486.10 ,จ3-2(1)-38/56พจ,56,ท่าขมิ้น,ห้างหุ้นส่วนจำกัด สรรรวมผล 999 (พิจิตร),12547,ห้างหุ้นส่วนจำกัด สรรรวมผล 999 (พิจิตร),3,66130
อบข้าวเปลือก,โพทะเล,201,,, 21.00 ,20660003525562, 10 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,2,, 481.60 ,จ3-2(1)-35/56พจ,56,ท้ายน้ำ,ห้างหุ้นส่วนจำกัด ไทรงามไรซ์นิว 2010,12548,ห้างหุ้นส่วนจำกัด ไทรงามไรซ์นิว 2010,3,66130
เก็บรักษาพืชผลทางการเกษตรในโกดัง,โพทะเล,205,,, 71.00 ,20660004525553, 7 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,6,168, 95.00 ,จ3-2(5)-45/55พจ,55,ท้ายน้ำ,พิจิตรไบโอเพาเวอร์,12549,พิจิตรไบโอเพาเวอร์,3,66130
"สีข้าว กำลังสีสูงสุดของร้านสีข้าว 300 เกวียน/วัน และอบเมล็ดพืช และรักษาหรือลำเลียง เมล็ดพืชในโกดังหรือคลังสินค้า
",โพทะเล,901,โพทะเล-โพธิ์ไทรงาม,, 120.00 ,10660007625550, 21 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,6,99/1-2," 2,854.76 ",3-9(1)-76/55พจ,55,ท้ายน้ำ,บริษัท ที.เอ็น.เซ็นทรัล ไร้ซ์ จำกัด,12550,บริษัท ที.เอ็น.เซ็นทรัล ไร้ซ์ จำกัด,3,66130
