_id,รายชื่อสถานประกอบการ,ระดับ,ปีงบประมาณ
362,บริษัท เอสเอสอาร์ คัตติ้งทูล แอนด์ เอ็นจิเนียริ่ง จำกัด,1,2565
363,บริษัท วี แอนด์ บี พรีซีชั่น จำกัด,1,2565
364,บริษัท คลาวด์ แฮงเกอร์ (ไทยแลนด์) จำกัด,1,2565
365,บริษัท แม็กซ์ พรีซิชั่น โมลด์ดิ้ง จำกัด,1,2565
366,บริษัท เหวินเหมิง แม่พิมพ์อุตสาหกรรม จำกัด,1,2565
367,บริษัท พรวัฒนาคอนสตรัคชั่น จำกัด,1,2565
368,บริษัท เดอะ ทรัค เซอร์วิส จำกัด,1,2565
369,บริษัท ลองบี แพคเกจจิ้ง (ประเทศไทย) จำกัด,1,2565
370,บริษัท โกลด์ สตาร์ เปเปอร์ แอนด์ เทคโนโลยี จำกัด,1,2565
371,บริษัท ไพบูลย์การช่างเซอร์วิส จำกัด,1,2565
372,บริษัท อีพีอีเอส แมนูแฟคเจอริ่ง จำกัด,1,2565
373,บริษัท ทีเคซี เอ็นจิเนียริ่ง เซอร์วิส จำกัด,1,2565
374,บริษัท เอ็ม.เอ.เอส.ชิน ไทย จำกัด,1,2565
375,บริษัท สยาม วิทา จำกัด,1,2565
376,บริษัท ไท้เม่า พรีซีชั่น จำกัด,1,2565
377,บริษัท ซิโน-ไทย เอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด (มหาชน),1,2565
378,บริษัท ซูเปอร์ดราย จำกัด,1,2565
379,บริษัท โมเดิร์น ลักเกจ จำกัด,1,2565
380,บริษัท เอราวัณ กรุ๊ป จำกัด,1,2565
381,บริษัท ศิริไพบูลย์ พัฒนาการ จำกัด,1,2565
382,บริษัท หงส์ยิพโมลด์ จำกัด,1,2565
383,บริษัท พี.บี.เทรดดิ้ง แอนด์ รีไซเคิล จำกัด,1,2565
384,บริษัท ทีพีซีเอส จำกัด (มหาชน),1,2565
385,บริษัท อัศวิน พลาส จำกัด,1,2565
386,บริษัท อิชิซูกะ เคมิคอล (ประเทศไทย) จำกัด,1,2565
387,บริษัท เครเนอร์ อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,1,2565
388,บริษัท เท็กซ์โฟกัส จำกัด,1,2565
389,บริษัท คอนสตรัคชั่น คอนกรีต จำกัด,1,2565
390,บริษัท ตงก่วน เหวยหมิ่น พลาสติก (ประเทศไทย) จำกัด,1,2565
391,บริษัท ออคโทแมท อินเตอร์เนชั่นแนล จำกัด,1,2565
392,บริษัท เอสดีเอ เทค (ประเทศไทย) จำกัด,1,2565
393,บริษัท แก้วบุญมา พลาสติก จำกัด,1,2565
394,บริษัท พี.อาร์. ศรีราชาวิศวกรรม จำกัด,1,2565
395,บริษัท สุขุมคอนสตรัคชั่น แอนด์ ซัพพลาย จำกัด,1,2565
396,บริษัท ที.วาย.เอส.ฟู้ด (ไทยแลนด์) จำกัด,1,2565
397,บริษัท นครหลวงคอนกรีต จำกัด,1,2565
398,บริษัท บี เอ ซี คอนกรีต จำกัด,1,2565
399,บริษัท แอมวอช จำกัด,1,2565
400,บริษัท วาซิน คอยล์เซ็นเตอร์ จำกัด,1,2565
401,บริษัท วพิตา จำกัด,1,2565
402,บริษัท บิ๊ก เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,1,2565
403,บริษัท โอ อาร์ ซี พรีเมียร์ จำกัด,1,2565
404,บริษัท ไทย พีส พัลพ์ (ไทยแลนด์) จำกัด,1,2565
405,บริษัท ซูเพิร์บ เฟอร์นิเจอร์ (ประเทศไทย) จำกัด,1,2565
406,บริษัท ไทย เค เอส ที เทค จำกัด,1,2565
407,บริษัท ทีม เคเค เซอร์วิส จำกัด,1,2565
408,บริษัท อินทรา-โมลด์ (ไทยแลนด์) จำกัด,1,2565
409,บริษัท ทรัพย์เจริญรุ่งเรืองสตีล จำกัด,1,2565
410,บริษัท มิตซูบิชิ มอเตอร์ส (ประเทศไทย) จำกัด,1,2565
411,บริษัท จิน รัน นิว เอ็นเนอร์จี้ เทคโนโลยี จำกัด,1,2565
412,บริษัท ออสต้า เอ็นเตอร์ไพรส์ จำกัด,1,2565
413,บริษัท ริช เปเปอร์ จำกัด,1,2565
414,บริษัท คอนเทนเนอร์ ซัพพลาย (2000) จำกัด,1,2565
415,บริษัท เฮ กวาง (ประเทศไทย) จำกัด,1,2565
416,บริษัท ไทยออยล์ ทูล แมชีนเนอรี่ เซอร์วิสเซส จำกัด,1,2565
417,บริษัท ทากามัตสึ เอ็น พี เอ็ม (ประเทศไทย) จำกัด,1,2565
418,บริษัท เดบโบราห์ เซอร์วิสเซส (ประเทศไทย) จำกัด,1,2565
419,บริษัท ส.ทวีทรัพย์ รีไซเคิล กรุ๊ป จำกัด,1,2565
420,บริษัท พาโต้ พาร์ท มานูแฟคเชอริ่ง (ประเทศไทย) จำกัด,1,2565
421,นางสาวรัชทร ขำดีจีรสิรี,1,2565
422,บริษัท เหินฟง โฮม ลิฟวิ่ง เทคโนโลยี (ไทยแลนด์) จำกัด,1,2565
423,บริษัท โชติพิชา จำกัด,1,2565
424,บริษัท ไรโน ฮาร์ดแวร์ จำกัด,1,2565
425,บริษัท โซลาร์ พีพีเอ็ม จำกัด,1,2565
426,บริษัท เอ็ม.ซี.เจนเนอรัล เซอร์วิส จำกัด,1,2565
427,บริษัท จิน รัน นิว เอ็นเนอร์จี้ เทคโนโลยี จำกัด,1,2565
428,บริษัท เอ็นวีเล็กซ์ (ประเทศไทย) จำกัด,1,2565
429,บริษัท ศิรกร จำกัด (มหาชน),1,2565
430,บริษัท เอคเซลเลนท์ แมชชีนนิ่ง เซ็นเตอร์ จำกัด,1,2565
