_id,ลำดับ,เลขทะเบียน,ชื่อโรงงาน
344,344,10200479225645,บริษัท ฮัวเหม่ย (ประเทศไทย) จำกัด
345,345,10200200125163,ทวีสิน
346,346,10200494025640,บริษัท บึงทอง ค้าของเก่า จำกัด
347,347,10200200125197,บริษัท วรกิจรุ่งเรือง จำกัด
348,348,10200011425471,บริษัท นำเจริญ ดีเวลลอปเม้นท์ จำกัด
349,349,10200200125569,บริษัท รี เวสต์ แอนด์ เซอร์วิส จำกัด
350,350,10200500125350,บริษัท กันยงโลหะกิจ จำกัด
351,351,10200200225310,บริษัท นิวคอนกรีต จำกัด
352,352,10200500125384,บริษัท ไทยคิวบิค เทคโนโลยี่ จำกัด
353,353,10200200225344,บริษัท ตะวันออกบรรจุภัณฑ์ จำกัด
354,354,10200011725482,-
355,355,10200200225401,บริษัท ลาวีนีล (ประเทศไทย) จำกัด
356,356,10200600125334,บริษัท อาลาว อินดัสเทรียล จำกัด
357,357,10200200325151,-
358,358,10200600125367,บริษัท เอ็มไพร์ สตีล จำกัด
359,359,10200200425498,บริษัท ดิทโต้ (ประเทศไทย) จำกัด (มหาชน)
360,360,10200026625669,บริษัท เอดับบลิว กรีน เทรดดิ้ง จำกัด
361,361,10200600125433,บริษัท หวั่น หลิน (ประเทศไทย) จำกัด
362,362,10200246925642,บริษัท แก้วบุญมา พลาสติก จำกัด
363,363,10200600225340,บริษัท ใหญ่การช่าง จำกัด
364,364,10200700125341,บริษัท ออพติโนวา (ไทยแลนด์) จำกัด
365,365,10200700125408,บริษัท เอส.ที.(ไทยแลนด์) จำกัด
366,366,10200254125622,บริษัท หงส์มังกร 6365 รีไซเคิล จำกัด
367,367,10200800125407,บริษัท เอสซีจี แลนด์สเคป จำกัด
368,368,10200037525668,ห้างหุ้นส่วนจำกัด ที.เอส.ที.ท.แสงทองรีเทค
369,369,10200261025625,บริษัท ไทยเซิง พลาสติก อินดัสทรีส์ จำกัด
370,370,10200800125415,บริษัท เอสซีจี โลจิสติกส์ แมนเนจเม้นท์ จำกัด
371,371,10200283125643,บริษัท ไทย ฟู้ดส์ สไวน อินเตอร์เนชั่นแนล จำกัด
372,372,10200051225617,บริษัท พี.เอส.ซี.สตาร์ช โปรดักส์ จำกัด (มหาชน)
373,373,10200300125261,อุตสาหกรรมผลิตไม้ปาร์เก้แท้ชลบุรี
374,374,10200066125653,บริษัท สยามอรุณ สตีล เวิลด์ จำกัด
375,375,10200900125406,บริษัท เจ้น ฟา อินดัสเทรียล จำกัด
376,376,10201000125403,บริษัท 3114 เอ็นจิเนียริ่ง จำกัด
377,377,10200300125295,บริษัท บางกอกเจริญมิตร (1972) จำกัด
378,378,10201100125345,บริษัท มิสเตอร์ สตีลเลอร์ จำกัด
379,379,10200300125360,บริษัท ทีพีซีเอส จำกัด (มหาชน)
380,380,10201700125406,บริษัท ไทยออยล์ จำกัด (มหาชน)
381,381,10200300125394,บริษัท จากัวร์อินดัสตรีส์ (ประเทศไทย) จำกัด
382,382,10200300125444,บริษัท แคชชวล โฮม (ไทยแลนด์) จำกัด
383,383,10200071725653,บริษัท ซิน ไท่ หลง อินดัสตรี จำกัด
384,384,10200300225350,บริษัท เทเลอร์ อินดัสตรี้ จำกัด
385,385,10240002325579,ห้างหุ้นส่วนจำกัด พี.เอส.เอส รีไซเคิล
386,386,10200300325465,บริษัท รักษาสิ่งแวดล้อมและรีไซเคิล จำกัด
387,387,10200302025634,บริษัท เปเปอร์ เครท แอนด์ เมทอล (2021) จำกัด
388,388,10200084025638,บริษัท อีสเทิร์น พอร์ท แมเนจเม้นท์ คอร์ปอเรชั่น จำกัด
389,389,10200323625644,บริษัท แอ๊บโซลูท เพาเวอร์ เวิลด์ จำกัด
390,390,10200092425630,บริษัท อีเวริช พลาสติกส์ จำกัด
391,391,10200339625646,บริษัท ทวีปัญญาเจริญ จำกัด
392,392,10200362125647,บริษัท พีเอ็นที อุดมทรัพย์ จำกัด
393,393,10200400125344,บริษัท ไทยซีลีคอน แอ็คฮีชีฟเคมีคอล จำกัด
394,394,10200093025645,บริษัท ซิน ไท่ หลง อินดัสตรี จำกัด
395,395,10200400125385,บริษัท ศรีราชาคอนสตรัคชั่น จำกัด (มหาชน)
396,396,10200400125393,บริษัท ที.เอส.เค.เอนจิเนียริ่ง จำกัด
397,397,10200400125443,บริษัท ฟู่ซุ่น สติ๊กเกอร์ จำกัด
398,398,10200100125149,บริษัท ทำน้ำแข็งชลบุรี จำกัด
399,399,200000325338,ช. โชคชัยการช่าง
400,400,10200446425641,บริษัท ไทย เมดิเคิล กรุ๊ป จำกัด
401,401,200000325346,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งบางละมุง
